sampleid	sample_name_2	studyID	file_filtered_r1r2_combined	reads_per_unfiltered_file	reads_per_file	log10(reads_per_file)_full	log10(reads_per_file)	host_phylum	host_class	host_family	host_genus	host_kingdom	host_order	host_species	reference_for_filtering	TimeTree_returned	host_common_name	host_flight	host_modality	host_diet	country	habitat	sample_type	diet_category_12	diet_category_3	captive_wild	SampleID_2	Qiita_studyID
gray_seal.1	13881.SAMEA6809506	13881.0	Halichoerus-grypus_SAMEA6809506.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1402782.0	1381872.0	6.140467817	6.0	Chordata	Mammalia	Phocidae	Halichoerus	Metazoa	Carnivora	Halichoerus_grypus	Halichoerus_grypus	Halichoerus_grypus	gray_seal			carnivore	UnitedKingdom		feces	carnivore	carnivore	wild	Halichoerus-grypus_SAMEA6809506.ebi_filtered_r1r2interleaved_sampleCombined	study13881
dwarf_mongoose.2	11166.NATL.25075.mongoose	11166.0	Helogale-parvula_S_S_Temp_D704-AK1544_filtered_r1r2combined.fastq.gz	83622188.0	83617234.0	7.922295797	8.0	Chordata	Mammalia	Herpestidae	Helogale	Metazoa	Carnivora	Helogale_parvula	Helogale_parvula	Helogale_parvula	dwarf_mongoose	flightless			USA			insectivore	carnivore	captive	Helogale-parvula_S_S_Temp_D704-AK1544_filtered_r1r2interleaved	study11166
common_house_gecko.1	13881.SAMEA6809416	13881.0	Hemidactylus-frenatus_SAMEA6809416.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1788916.0	1788880.0	6.252581209	6.0	Chordata	Reptilia	Gekkonidae	Hemidactylus	Metazoa	Squamata	Hemidactylus_frenatus	Gekko_japonicus	Hemidactylus_frenatus	common_house_gecko			carnivore	VietNam		feces	insectivore	carnivore	wild	Hemidactylus-frenatus_SAMEA6809416.ebi_filtered_r1r2interleaved_sampleCombined	study13881
desmarest's_spiny_pocket_mouse.1	13881.SAMEA6809535	13881.0	Heteromys-desmarestianus_SAMEA6809535.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	16692706.0	16691832.0	7.222504005	7.0	Chordata	Mammalia	Heteromyidae	Heteromys	Metazoa	Rodentia	Heteromys_desmarestianus	Perognathus_longimembris	Heteromys_desmarestianus	Desmarest's_spiny_pocket_mouse			omnivore	CostaRica		gut	granivore	herbivore	wild	Heteromys-desmarestianus_SAMEA6809535.ebi_filtered_r1r2interleaved_sampleCombined	study13881
hippopotamus.1	13881.SAMEA6809584	13881.0	Hippopotamus-amphibius_SAMEA6809584.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6939934.0	6937876.0	6.841226533	7.0	Chordata	Mammalia	Hippopotamidae	Hippopotamus	Metazoa	Artiodactyla	Hippopotamus_amphibius	Hippopotamus_amphibius	Hippopotamus_amphibius	hippopotamus			herbivore	Tanzania		feces	herbivore	herbivore	wild	Hippopotamus-amphibius_SAMEA6809584.ebi_filtered_r1r2interleaved_sampleCombined	study13881
brown_hyena.1	11166.FD.0126.hyena	11166.0	Hyaena-brunnea_S_S_Temp_D701-AK1682_filtered_r1r2combined.fastq.gz	148146384.0	148074190.0	8.170479366	8.0	Chordata	Mammalia	Hyaenidae	Parahyaena	Metazoa	Carnivora	Hyaena_brunnea	Crocuta_crocuta	Parahyaena_brunnea	Brown_hyena	flightless			France			scavenger	carnivore	captive	Hyaena-brunnea_S_S_Temp_D701-AK1682_filtered_r1r2interleaved	study11166
striped_desert_hamster.1	11166.FD.0122.hyena	11166.0	Hyaena-hyaena_S_S_Temp_D701-AK1680_filtered_r1r2combined.fastq.gz	3307162.0	2716772.0	6.434053193	6.0	Chordata	Mammalia	Hyaenidae	Hyaena	Metazoa	Carnivora	Hyaena_hyaena	Hyaena_hyaena	Hyaena_hyaena	Striped_hyena	flightless			France			carnivore_scavenger	carnivore	captive	Hyaena-hyaena_S_S_Temp_D701-AK1680_filtered_r1r2interleaved	study11166
malagasy_giant_rat.1	13114.song.51.s006	13114.0	Hypogeomys-antinena_Song51_24675_host_filtered_r1r2combined.fastq.gz	23852408.0	23841310.0	7.377330115	7.0	Chordata	Mammalia	Nesomyidae	Hypogeomys	Metazoa	Rodentia	Hypogeomys_antimena	Cricetomys_gambianus	Hypogeomys_antimena	Malagasy_giant_rat	flightless	terrestrial,flightless	omnivore	USA			herbivore	herbivore	captive	Hypogeomys-antinena_Song51_24675_filtered_r1r2interleaved	study13114
northern_brook_lamprey.4	11166.lamprey.24157.lamprey	11166.0	Ichthyomyzon-fossor_S_S_Temp_D711-AK1544_filtered_r1r2combined.fastq.gz	10643132.0	3366770.0	6.527213449	7.0	Chordata	Hyperoartia	Petromyzontidae	Ichthyomyzon	Metazoa	Petromyzontiformes	Ichthyomyzon_fossor	Petromyzon_marinus	Ichthyomyzon_fossor	northern_brook_lamprey	flightless			USA			filter_feeder	carnivore	wild	Ichthyomyzon-fossor_S_S_Temp_D711-AK1544_filtered_r1r2interleaved	study11166
sand_lizard.1	13881.SAMEA6809517	13881.0	Lacerta-agilis_SAMEA6809517.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5765296.0	582296.0	5.765143807	6.0	Chordata	Reptilia	Lacertidae	Lacerta	Metazoa	Squamata	Lacerta_agilis	Lacerta_agilis	Lacerta_agilis	Sand_Lizard			carnivore	Austria		gut	carnivore	carnivore	wild	Lacerta-agilis_SAMEA6809517.ebi_filtered_r1r2interleaved_sampleCombined	study13881
white-beaked_dolphin.1	13881.SAMEA6809511	13881.0	Lagenorhynchus-albirostris_SAMEA6809511.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1549656.0	182528.0	5.261329495	5.0	Chordata	Mammalia	Delphinidae	Lagenorhynchus	Metazoa	Artiodactyla	Lagenorhynchus_albirostris	Lagenorhynchus_obliquidens	Lagenorhynchus_albirostris	white-beaked_dolphin			carnivore	UnitedKingdom		feces	carnivore	carnivore	wild	Lagenorhynchus-albirostris_SAMEA6809511.ebi_filtered_r1r2interleaved_sampleCombined	study13881
rock_ptarmigan.1	13881.SAMEA6809382	13881.0	Lagopus-muta_SAMEA6809382.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2567654.0	2566758.0	6.4093849239999985	6.0	Chordata	Aves	Phasianidae	Lagopus	Metazoa	Galliformes	Lagopus_muta	Lagopus_muta	Lagopus_muta	rock_ptarmigan			omnivore	Austria		feces	herbivore	herbivore	wild	Lagopus-muta_SAMEA6809382.ebi_filtered_r1r2interleaved_sampleCombined	study13881
brown_woolly_monkey.2	11212.LagEllis1	11212.0	Lagothrix-lagotricha_LagEllis1_ATGTCA_L003_001_filtered_r1r2combined.fastq.gz	21553156.0	21026934.0	7.322775952000001	7.0	Chordata	Mammalia	Atelidae	Lagothrix	Metazoa	Primates	Lagothrix_lagotricha	Ateles_geoffroyi	Lagothrix_lagotricha	brown_woolly_monkey	flightless			Ecuador	Rainforest	stool	omnivore	omnivore	wild	Lagothrix-lagotricha_LagEllis1_ATGTCA_L003_001_filtered_r1r2interleaved	study11212
american_brook_lamprey.1	11166.lamprey.24146.lamprey	11166.0	Lampetra-appendix_S_S_Temp_D703-AK1680_filtered_r1r2combined.fastq.gz	79429692.0	32380108.0	7.510278293	8.0	Chordata	Hyperoartia	Petromyzontidae	Lampetra	Metazoa	Petromyzontiformes	Lampetra_appendix	Petromyzon_marinus	Lampetra_appendix	American_brook_lamprey	flightless			USA			filter_feeder	carnivore	wild	Lampetra-appendix_S_S_Temp_D703-AK1680_filtered_r1r2interleaved	study11166
ring-tailed_lemur.3	11212.Lc307	11212.0	Lemur-catta_Lc307_TAGCTT_L003_001_filtered_r1r2combined.fastq.gz	9178682.0	9150676.0	6.961453177999999	7.0	Chordata	Mammalia	Lemuridae	Lemur	Metazoa	Primates	Lemur_catta	Lemur_catta	Lemur_catta	ring-tailed_lemur	flightless			Madagascar	DryForest	stool	omnivore	omnivore	wild	Lemur-catta_Lc307_TAGCTT_L003_001_filtered_r1r2interleaved	study11212
paraguay_horned_frog.1	13114.song.52.s012	13114.0	Lepidobatrachus-asper_Song52_25144_host_filtered_r1r2combined.fastq.gz	22644762.0	22644308.0	7.354959052999999	7.0	Chordata	Amphibia	Ceratophyridae	Lepidobatrachus	Metazoa	Anura	Lepidobatrachus_asper	Rhinella_marina	Lepidobatrachus_laevis	Paraguay_horned_frog	flightless	terrestrial,flightless	omnivore	USA			insectivore	carnivore	captive	Lepidobatrachus-asper_Song52_25144_filtered_r1r2interleaved	study13114
european_hare.1	13881.SAMEA6809493	13881.0	Lepus-europaeus_SAMEA6809493.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	16184304.0	14622070.0	7.1650088589999985	7.0	Chordata	Mammalia	Leporidae	Lepus	Metazoa	Lagomorpha	Lepus_europaeus	Lepus_timidus_	Lepus_europaeus	European_hare			herbivore	Austria		feces	herbivore	herbivore	wild	Lepus-europaeus_SAMEA6809493.ebi_filtered_r1r2interleaved_sampleCombined	study13881
pika.1	13881.SAMEA6809582	13881.0	Lepus-tolai_SAMEA6809582.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2137940.0	2137584.0	6.32992319	6.0	Chordata	Mammalia	Leporidae	Lepus	Metazoa	Lagomorpha	Lepus_tolai	Lepus_timidus_	Lepus_tolai	Pika			herbivore	Mongolia		feces	herbivore	herbivore	wild	Lepus-tolai_SAMEA6809582.ebi_filtered_r1r2interleaved_sampleCombined	study13881
ide.1	13881.SAMEA6809503	13881.0	Leuciscus-idus_SAMEA6809503.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	739558.0	738510.0	5.86835638	6.0	Chordata	Actinopterygii	Leuciscidae	Leuciscus	Metazoa	Cypriniformes	Leuciscus_idus	Leuciscus_waleckii	Leuciscus_idus	Ide			carnivore	Austria		feces	carnivore	carnivore	wild	Leuciscus-idus_SAMEA6809503.ebi_filtered_r1r2interleaved_sampleCombined	study13881
african_savanna_elephant.1	13881.SAMEA6809543	13881.0	Loxodonta-africana_SAMEA6809543.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1202802.0	1202484.0	6.080079306	6.0	Chordata	Mammalia	Elephantidae	Loxodonta	Metazoa	Proboscidea	Loxodonta_africana	Loxodonta_africana	Loxodonta_africana	African_savanna_elephant			herbivore	Austria		feces	herbivore	herbivore	captive	Loxodonta-africana_SAMEA6809543.ebi_filtered_r1r2interleaved_sampleCombined	study13881
southern_african_bush_elephant.1	13114.song.51.s018	13114.0	Loxodonta-africana_Song51_25124_host_filtered_r1r2combined.fastq.gz	26543420.0	26541392.0	7.423923696	7.0	Chordata	Mammalia	Elephantidae	Loxodonta	Metazoa	Proboscidea	Loxodonta_africana_africana	Loxodonta_africana_africana	Loxodonta_africana	Southern_African_bush_elephant	flightless	terrestrial,flightless	herbivore	USA			herbivore	herbivore	captive	Loxodonta-africana_Song51_25124_filtered_r1r2interleaved	study13114
eurasian_reed_warbler.1	13881.SAMEA6809616	13881.0	Lutra-lutra_SAMEA6809616.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4599576.0	379064.0	5.578712541	6.0	Chordata	Mammalia	Mustelidae	Lutra	Metazoa	Carnivora	Lutra_lutra	Lutra_lutra	Lutra_lutra	Eurasian_river_otter			carnivore	Austria		feces	carnivore	carnivore	wild	Lutra-lutra_SAMEA6809616.ebi_filtered_r1r2interleaved_sampleCombined	study13881
eurasian_lynx.1	13881.SAMEA6809459	13881.0	Lynx-lynx_SAMEA6809459.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6969936.0	3083778.0	6.489083106	6.0	Chordata	Mammalia	Felidae	Lynx	Metazoa	Carnivora	Lynx_lynx	Lynx_canadensis	Lynx_lynx	Eurasian_lynx			carnivore	Austria		feces	carnivore	carnivore	wild	Lynx-lynx_SAMEA6809459.ebi_filtered_r1r2interleaved_sampleCombined	study13881
black_howler_monkey.5	13881.SAMEA6809472	13881.0	Lyrurus-tetrix_SAMEA6809472.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2258886.0	2249806.0	6.352145071	6.0	Chordata	Aves	Phasianidae	Lyrurus	Metazoa	Galliformes	Lyrurus_tetrix	Lyrurus_tetrix_tetrix	Lyrurus_tetrix	Black_Grouse			omnivore	Austria		feces	herbivore	herbivore	wild	Lyrurus-tetrix_SAMEA6809472.ebi_filtered_r1r2interleaved_sampleCombined	study13881
western_gray_kangaroo.1	13881.SAMEA6809476	13881.0	Macropus-fuliginosus_SAMEA6809476.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7868152.0	7860608.0	6.895456138999998	7.0	Chordata	Mammalia	Macropodidae	Macropus	Metazoa	Diprotodontia	Macropus_fuliginosus	Notamacropus_eugenii	Macropus_fuliginosus	western_gray_kangaroo			herbivore	Australia		feces	herbivore	herbivore	wild	Macropus-fuliginosus_SAMEA6809476.ebi_filtered_r1r2interleaved_sampleCombined	study13881
eastern_gray_kangaroo.1	13881.SAMEA6809485	13881.0	Macropus-giganteus_SAMEA6809485.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	8109494.0	8106464.0	6.908831458	7.0	Chordata	Mammalia	Macropodidae	Macropus	Metazoa	Diprotodontia	Macropus_giganteus	Notamacropus_eugenii	Macropus_giganteus	eastern_gray_kangaroo			herbivore	Australia		feces	herbivore	herbivore	wild	Macropus-giganteus_SAMEA6809485.ebi_filtered_r1r2interleaved_sampleCombined	study13881
drill.1	13114.song.51.s015	13114.0	Mandrillus-leucophaeus_Song51_24991_host_filtered_r1r2combined.fastq.gz	19378010.0	19365342.0	7.287025171	7.0	Chordata	Mammalia	Cercopithecidae	Mandrillus	Metazoa	Primates	Mandrillus_leucophaeus	Mandrillus_leucophaeus	Mandrillus_leucophaeus	Drill	flightless	terrestrial,flightless	omnivore	USA			frugivore	herbivore	captive	Mandrillus-leucophaeus_Song51_24991_filtered_r1r2interleaved	study13114
ground_pangolin.1	13881.SAMEA6809520	13881.0	Manis-temminckii_SAMEA6809520.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1676392.0	1676284.0	6.2243476	6.0	Chordata	Mammalia	Manidae	Smutsia	Metazoa	Pholidota	Manis_temminckii	Phataginus_tricuspis	Manis_temminckii	ground_pangolin			carnivore	SouthAfrica		feces	herbivore	herbivore	wild	Manis-temminckii_SAMEA6809520.ebi_filtered_r1r2interleaved_sampleCombined	study13881
european_marmot.1	13881.SAMEA6809378	13881.0	Marmota-marmota_SAMEA6809378.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	14364152.0	14359656.0	7.157144036	7.0	Chordata	Mammalia	Sciuridae	Marmota	Metazoa	Rodentia	Marmota_marmota	Marmota_marmota_marmota	Marmota_marmota	European_marmot			herbivore	Austria		feces	herbivore	herbivore	wild	Marmota-marmota_SAMEA6809378.ebi_filtered_r1r2interleaved_sampleCombined	study13881
beach_marten.1	13881.SAMEA6809442	13881.0	Martes-foina_SAMEA6809442.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	19218818.0	1901878.0	6.279182655	6.0	Chordata	Mammalia	Mustelidae	Martes	Metazoa	Carnivora	Martes_foina	Martes_zibellina	Martes_foina	beach_marten			omnivore	Austria		gut	carnivore	carnivore	wild	Martes-foina_SAMEA6809442.ebi_filtered_r1r2interleaved_sampleCombined	study13881
european_pine_marten.1	13881.SAMEA6809548	13881.0	Martes-martes_SAMEA6809548.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	9120856.0	829960.0	5.9190571620000005	6.0	Chordata	Mammalia	Mustelidae	Martes	Metazoa	Carnivora	Martes_martes	Martes_zibellina	Martes_martes	European_pine_marten			omnivore	Austria		feces	carnivore	carnivore	wild	Martes-martes_SAMEA6809548.ebi_filtered_r1r2interleaved_sampleCombined	study13881
humpback_whale.4	13114.girguis.50.s008	13114.0	Megaptera-novaeangliae_Girguis50_HumpbackAK4_host_filtered_r1r2combined.fastq.gz	22622244.0	22276404.0	7.347845086	7.0	Chordata	Mammalia	Balaenopteridae	Megaptera	Metazoa	Artiodactyla	Megaptera_novaeangliae	Megaptera_novaeangliae	Megaptera_novaeangliae	Humpback_Whale	flightless	marine	carnivore	USA			filter_feeder	carnivore	wild	Megaptera-novaeangliae_Girguis50_HumpbackAK4_filtered_r1r2interleaved	study13114
dusky_rice_rat.1	13881.SAMEA6809539	13881.0	Melanomys-caliginosus_SAMEA6809539.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2425382.0	2384836.0	6.377458519	6.0	Chordata	Mammalia	Cricetidae	Melanomys	Metazoa	Rodentia	Melanomys_caliginosus	Sigmodon_hispidus	Melanomys_caliginosus	dusky_rice_rat			omnivore	CostaRica		gut	omnivore	omnivore	wild	Melanomys-caliginosus_SAMEA6809539.ebi_filtered_r1r2interleaved_sampleCombined	study13881
turkey.1	13881.SAMEA6809513	13881.0	Meleagris-gallopavo_SAMEA6809513.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7479774.0	7478242.0	6.873799515	7.0	Chordata	Aves	Phasianidae	Meleagris	Metazoa	Galliformes	Meleagris_gallopavo	Meleagris_gallopavo	Meleagris_gallopavo	turkey			omnivore	Austria		feces	omnivore	omnivore	wild	Meleagris-gallopavo_SAMEA6809513.ebi_filtered_r1r2interleaved_sampleCombined	study13881
eurasian_badger.1	13881.SAMEA6809596	13881.0	Meles-meles_SAMEA6809596.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5815534.0	5815098.0	6.764557038	7.0	Chordata	Mammalia	Mustelidae	Meles	Metazoa	Carnivora	Meles_meles	Lutra_lutra	Meles_meles	Eurasian_badger			omnivore	Austria		feces	carnivore_omnivore	omnivore	wild	Meles-meles_SAMEA6809596.ebi_filtered_r1r2interleaved_sampleCombined	study13881
sloth_bear.1	13114.song.51.s007	13114.0	Melursus-ursinus_Song51_24710_host_filtered_r1r2combined.fastq.gz	23661652.0	23510450.0	7.371260942	7.0	Chordata	Mammalia	Ursidae	Melursus	Metazoa	Carnivora	Melursus_ursinus	Ailuropoda_melanoleuca	Melursus_ursinus	Sloth_bear	flightless	terrestrial,flightless	omnivore	USA			carnivore	carnivore	captive	Melursus-ursinus_Song51_24710_filtered_r1r2interleaved	study13114
sowerby's_beaked_whale.1	13881.SAMEA6809510	13881.0	Mesoplodon-bidens_SAMEA6809510.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6512816.0	2156616.0	6.333772822999999	6.0	Chordata	Mammalia	Ziphiidae	Mesoplodon	Metazoa	Artiodactyla	Mesoplodon_bidens	Mesoplodon_bidens	Mesoplodon_bidens	Sowerby's_beaked_whale			carnivore	UnitedKingdom		feces	carnivore	carnivore	wild	Mesoplodon-bidens_SAMEA6809510.ebi_filtered_r1r2interleaved_sampleCombined	study13881
banded_mongoose.2	11166.NATL.24682.mongoose	11166.0	Mungos-mungo_S_S_Temp_D704-AK1780_filtered_r1r2combined.fastq.gz	8895624.0	8892976.0	6.94904712	7.0	Chordata	Mammalia	Herpestidae	Mungos	Metazoa	Carnivora	Mungos_mungo	Mungos_mungo	Mungos_mungo	banded_mongoose	flightless			USA			herbivore	herbivore	captive	Mungos-mungo_S_S_Temp_D704-AK1780_filtered_r1r2interleaved	study11166
house_mouse.1	13881.SAMEA6809360	13881.0	Mus-musculus_SAMEA6809360.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	11852598.0	997896.0	5.999085282	6.0	Chordata	Mammalia	Muridae	Mus	Metazoa	Rodentia	Mus_musculus	Mus_musculus	Mus_musculus	house_mouse			omnivore	Austria		gut	omnivore	omnivore	captive	Mus-musculus_SAMEA6809360.ebi_filtered_r1r2interleaved_sampleCombined	study13881
steppe_polecat.1	13881.SAMEA6809610	13881.0	Mustela-eversmannii_SAMEA6809610.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2443968.0	235490.0	5.37197247	5.0	Chordata	Mammalia	Mustelidae	Mustela	Metazoa	Carnivora	Mustela_eversmannii	Mustela putorius	Mustela_eversmannii	steppe_polecat			carnivore	Austria		feces	carnivore	carnivore	wild	Mustela-eversmannii_SAMEA6809610.ebi_filtered_r1r2interleaved_sampleCombined	study13881
least_weasel.1	13881.SAMEA6809546	13881.0	Mustela-nivalis_SAMEA6809546.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3799104.0	380920.0	5.580833776	6.0	Chordata	Mammalia	Mustelidae	Mustela	Metazoa	Carnivora	Mustela_nivalis	Mustela putorius	Mustela_nivalis	least_weasel			carnivore	Austria		gut	carnivore	carnivore	wild	Mustela-nivalis_SAMEA6809546.ebi_filtered_r1r2interleaved_sampleCombined	study13881
european_polecat.1	13881.SAMEA6809612	13881.0	Mustela-putorius_SAMEA6809612.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7516434.0	149196.0	5.17375718	5.0	Chordata	Mammalia	Mustelidae	Mustela	Metazoa	Carnivora	Mustela_putorius	Mustela_putorius	Mustela_putorius	European_polecat			omnivore	Austria		feces	carnivore	carnivore	wild	Mustela-putorius_SAMEA6809612.ebi_filtered_r1r2interleaved_sampleCombined	study13881
bank_vole.91	13114.mousseau.88.s093	13114.0	Myodes-glareolus_Mousseau88_USC_532_host_filtered_r1r2combined.fastq.gz	7109736.0	6936790.0	6.841158547	7.0	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_USC_532_filtered_r1r2interleaved	study13114
giant_anteater.1	13114.song.51.s020	13114.0	Myrmecophaga-tridactyla_Song51_25184_host_filtered_r1r2combined.fastq.gz	14373074.0	14361288.0	7.157193392000001	7.0	Chordata	Mammalia	Myrmecophagidae	Myrmecophaga	Metazoa	Pilosa	Myrmecophaga_tridactyla	Myrmecophaga_tridactyla	Myrmecophaga_tridactyla	Giant_anteater	flightless	terrestrial,flightless	insectivore	USA			insectivore	carnivore	captive	Myrmecophaga-tridactyla_Song51_25184_filtered_r1r2interleaved	study13114
european_grass_snake.1	13881.SAMEA6809524	13881.0	Natrix-natrix_SAMEA6809524.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4452806.0	4452600.0	6.648613682000001	7.0	Chordata	Reptilia	Colubridae	Natrix	Metazoa	Squamata	Natrix_natrix	Thamnophis_elegans	Natrix_natrix	European_grass_snake			carnivore	Austria		feces	carnivore	carnivore	wild	Natrix-natrix_SAMEA6809524.ebi_filtered_r1r2interleaved_sampleCombined	study13881
hooded_vulture.1	11166.ATL.24487.vulture	11166.0	Necrosyrtes-monachus_S_S_Temp_D707-AK1682_filtered_r1r2combined.fastq.gz	16263176.0	14928822.0	7.17402554	7.0	Chordata	Aves	Accipitridae	Necrosyrtes	Metazoa	Falconiformes	Necrosyrtes_monachus	Haliaeetus_leucocephalus	Necrosyrtes_monachus	Hooded_vulture	flighted			USA			scavenger	carnivore	captive	Necrosyrtes-monachus_S_S_Temp_D707-AK1682_filtered_r1r2interleaved	study11166
red-cheeked_gibbon.1	13881.SAMEA6809391	13881.0	Nomascus-gabriellae_SAMEA6809391.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2776572.0	2776350.0	6.443474214	6.0	Chordata	Mammalia	Hylobatidae	Nomascus	Metazoa	Primates	Nomascus_gabriellae	Nomascus_leucogenys	Nomascus_gabriellae	Red-cheeked_gibbon			omnivore	VietNam		feces	frugivore	herbivore	wild	Nomascus-gabriellae_SAMEA6809391.ebi_filtered_r1r2interleaved_sampleCombined	study13881
southern_white-cheeked_gibbon.1	13881.SAMEA6809449	13881.0	Nomascus-siki_SAMEA6809449.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2454972.0	2454706.0	6.389999484	6.0	Chordata	Mammalia	Hylobatidae	Nomascus	Metazoa	Primates	Nomascus_siki	Nomascus_leucogenys	Nomascus_siki	southern_white-cheeked_gibbon			herbivore	VietNam		feces	insectivore_frugivore_folivore	omnivore	wild	Nomascus-siki_SAMEA6809449.ebi_filtered_r1r2interleaved_sampleCombined	study13881
tammar_wallaby.1	13881.SAMEA6809478	13881.0	Notamacropus-eugenii_SAMEA6809478.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	12113116.0	3781964.0	6.577717391	7.0	Chordata	Mammalia	Macropodidae	Notamacropus	Metazoa	Diprotodontia	Notamacropus_eugenii	Notamacropus_eugenii	Macropus_eugenii	tammar_wallaby			herbivore	Australia		feces	herbivore	herbivore	wild	Notamacropus-eugenii_SAMEA6809478.ebi_filtered_r1r2interleaved_sampleCombined	study13881
helmeted_guineafowl.1	13114.minich.76.s003	13114.0	Numida-meleagris_Minich76_GM_host_filtered_r1r2combined.fastq.gz	25466352.0	25465244.0	7.405947842000001	7.0	Chordata	Aves	Numididae	Numida	Metazoa	Galliformes	Numida_meleagris	Numida_meleagris	Numida_meleagris	helmeted_guineafowl	flightless	terrestrial,flightless	omnivore	Malawi			herbivore	herbivore	captive	Numida-meleagris_Minich76_GM_filtered_r1r2interleaved	study13114
noctule.1	13881.SAMEA6809364	13881.0	Nyctalus-noctula_SAMEA6809364.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	10568116.0	2850750.0	6.454959132999999	6.0	Chordata	Mammalia	Vespertilionidae	Nyctalus	Metazoa	Chiroptera	Nyctalus_noctula	Pipistrellus_pipistrellus	Nyctalus_noctula	noctule			carnivore	Hungary		gut	insectivore	carnivore	wild	Nyctalus-noctula_SAMEA6809364.ebi_filtered_r1r2interleaved_sampleCombined	study13881
raccoon_dog.1	13114.song.51.s002	13114.0	Nyctereutes-procyonoides_Song51_24065_host_filtered_r1r2combined.fastq.gz	19199134.0	19165938.0	7.282530079	7.0	Chordata	Mammalia	Canidae	Nyctereutes	Metazoa	Carnivora	Nyctereutes_procyonoides	Vulpes_lagopus	Nyctereutes_procyonoides	Raccoon_dog	flightless	terrestrial,flightless	carnivore	USA			omnivore	omnivore	captive	Nyctereutes-procyonoides_Song51_24065_filtered_r1r2interleaved	study13114
pygmy_slow_loris.1	13881.SAMEA6809443	13881.0	Nycticebus-pygmaeus_SAMEA6809443.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3398992.0	3197468.0	6.504806207000001	7.0	Chordata	Mammalia	Lorisidae	Nycticebus	Metazoa	Primates	Nycticebus_pygmaeus	Nycticebus_coucang	Nycticebus_pygmaeus	pygmy_slow_loris			omnivore	VietNam		feces	omnivore_gummivore	omnivore	wild	Nycticebus-pygmaeus_SAMEA6809443.ebi_filtered_r1r2interleaved_sampleCombined	study13881
white-tailed_deer.1	13881.SAMEA6809532	13881.0	Odocoileus-virginianus_SAMEA6809532.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	13938722.0	13920336.0	7.143649718	7.0	Chordata	Mammalia	Cervidae	Odocoileus	Metazoa	Artiodactyla	Odocoileus_virginianus	Odocoileus_virginianus	Odocoileus_virginianus	white-tailed_deer			herbivore	CostaRica		feces	herbivore	herbivore	wild	Odocoileus-virginianus_SAMEA6809532.ebi_filtered_r1r2interleaved_sampleCombined	study13881
rainbow_trout.1	13881.SAMEA6809413	13881.0	Oncorhynchus-mykiss_SAMEA6809413.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	858378.0	852968.0	5.930932737999999	6.0	Chordata	Actinopterygii	Salmonidae	Oncorhynchus	Metazoa	Salmoniformes	Oncorhynchus_mykiss	Oncorhynchus_mykiss	Oncorhynchus_mykiss	rainbow_trout			carnivore	Austria		feces	carnivore	carnivore	wild	Oncorhynchus-mykiss_SAMEA6809413.ebi_filtered_r1r2interleaved_sampleCombined	study13881
