sampleid	sample_name_2	studyID	file_filtered_r1r2_combined	reads_per_unfiltered_file	reads_per_file	log10(reads_per_file)_full	log10(reads_per_file)	host_phylum	host_class	host_family	host_genus	host_kingdom	host_order	host_species	reference_for_filtering	TimeTree_returned	host_common_name	host_flight	host_modality	host_diet	country	habitat	sample_type	diet_category_12	diet_category_3	captive_wild	SampleID_2	Qiita_studyID
ural_owl.1	13881.SAMEA6809370	13881	Strix-uralensis_SAMEA6809370.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5778112	933872	5.970287354	6	Chordata	Aves	Strigidae	Strix	Metazoa	Strigiformes	Strix_uralensis	Strix_occidentalis_caurina	Strix_uralensis	Ural_owl			carnivore	Austria		feces	carnivore	carnivore	wild	Strix-uralensis_SAMEA6809370.ebi_filtered_r1r2interleaved_sampleCombined	study13881
ostrich.2	13114.song.53.s004	13114	Struthio-camelus_Song53_24061_host_filtered_r1r2combined.fastq.gz	19930196	19920306	7.299296005	7	Chordata	Aves	Struthionidae	Struthio	Metazoa	Struthioniformes	Struthio_camelus	Struthio_camelus	Struthio_camelus	Ostrich	flightless	terrestrial,flightless	omnivore	USA			herbivore	herbivore	captive	Struthio-camelus_Song53_24061_filtered_r1r2interleaved	study13114
meerkat.2	11166.FD.0198.meerkat	11166	Suricata-suricatta_S_S_Temp_D701-AK1681_filtered_r1r2combined.fastq.gz	86193986	66215826	7.820961801	8	Chordata	Mammalia	Herpestidae	Suricata	Metazoa	Carnivora	Suricata_suricatta	Suricata_suricatta	Suricata_suricatta	Meerkat	flightless			France			insectivore	carnivore	captive	Suricata-suricatta_S_S_Temp_D701-AK1681_filtered_r1r2interleaved	study11166
pig.1	13114.minich.76.s005	13114	Sus-scrofa_Minich76_PM_host_filtered_r1r2combined.fastq.gz	24866398	24865776	7.395602017000001	7	Chordata	Mammalia	Suidae	Sus	Metazoa	Artiodactyla	Sus_scrofa	Sus_scrofa	Sus_scrofa	pig	flightless	terrestrial,flightless	omnivore	Malawi			omnivore_insectivore	omnivore	captive	Sus-scrofa_Minich76_PM_filtered_r1r2interleaved	study13114
domestic_pig.1	13881.SAMEA6809552	13881	Sus-scrofa_SAMEA6809552.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	8145248	5451830	6.736542305	7	Chordata	Mammalia	Suidae	Sus	Metazoa	Artiodactyla	Sus_scrofa_domesticus	Sus_scrofa_domesticus	Sus_scrofa	domestic_pig			omnivore	Austria		feces	omnivore	omnivore	captive	Sus-scrofa_SAMEA6809552.ebi_filtered_r1r2interleaved_sampleCombined	study13881
blackcap.1	13881.SAMEA6809358	13881	Sylvia-atricapilla_SAMEA6809358.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7909124	7907232	6.898024481	7	Chordata	Aves	Sylviidae	Sylvia	Metazoa	Passeriformes	Sylvia_atricapilla	Sylvia_atricapilla	Sylvia_atricapilla	blackcap			omnivore	Austria		feces	omnivore	omnivore	wild	Sylvia-atricapilla_SAMEA6809358.ebi_filtered_r1r2interleaved_sampleCombined	study13881
african_buffalo.1	13881.SAMEA6809581	13881	Syncerus-caffer_SAMEA6809581.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	11154316	11153206	7.047399724	7	Chordata	Mammalia	Bovidae	Syncerus	Metazoa	Artiodactyla	Syncerus_caffer	Syncerus_caffer	Syncerus_caffer	African_buffalo			herbivore	Tanzania		feces	herbivore	herbivore	wild	Syncerus-caffer_SAMEA6809581.ebi_filtered_r1r2interleaved_sampleCombined	study13881
fuegian_steamer_duck.1	11166.ZU.18247.fuegiansteamerduck	11166	Tachyeres-pteneres_S_S_Temp_D710-AK1681_filtered_r1r2combined.fastq.gz	17042070	16950020	7.229170215	7	Chordata	Aves	Anatidae	Tachyeres	Metazoa	Anseriformes	Tachyeres_pteneres	Branta_canadensis	Tachyeres_pteneres	Fuegian_steamer_duck	flightless			Switzerland			insectivore	carnivore	captive	Tachyeres-pteneres_S_S_Temp_D710-AK1681_filtered_r1r2interleaved	study11166
australian_echidna.1	13881.SAMEA6809481	13881	Tachyglossus-aculeatus_SAMEA6809481.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	21110446	21108682	7.324461117	7	Chordata	Mammalia	Tachyglossidae	Tachyglossus	Metazoa	Monotremata	Tachyglossus_aculeatus	Tachyglossus_aculeatus	Tachyglossus_aculeatus	Australian_echidna			carnivore	Australia		feces	insectivore	carnivore	wild	Tachyglossus-aculeatus_SAMEA6809481.ebi_filtered_r1r2interleaved_sampleCombined	study13881
mexican_collared_anteater.1	13881.SAMEA6809529	13881	Tamandua-mexicana_SAMEA6809529.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2662872	2646056	6.422599031	6	Chordata	Mammalia	Myrmecophagidae	Tamandua	Metazoa	Pilosa	Tamandua_mexicana	Tamandua_tetradactyla	Tamandua_mexicana	Mexican_collared_anteater			carnivore	Colombia		feces	insectivore	carnivore	wild	Tamandua-mexicana_SAMEA6809529.ebi_filtered_r1r2interleaved_sampleCombined	study13881
southern_tamandua.1	13114.song.51.s005	13114	Tamandua-tetradactyla_Song51_24661_host_filtered_r1r2combined.fastq.gz	33402976	33399500	7.523739965	8	Chordata	Mammalia	Myrmecophagidae	Tamandua	Metazoa	Pilosa	Tamandua_tetradactyla	Tamandua_tetradactyla	Tamandua_tetradactyla	Southern_tamandua	flightless	terrestrial,flightless	insectivore	USA			insectivore	carnivore	captive	Tamandua-tetradactyla_Song51_24661_filtered_r1r2interleaved	study13114
dalmatian_tortoise.1	13881.SAMEA6809451	13881	Testudo-hermanni_SAMEA6809451.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6553166	6546678	6.816020981	7	Chordata	Reptilia	Testudinidae	Testudo	Metazoa	Testudines	Testudo_hermanni_boettgeri	Gopherus_evgoodei	Testudo_hermanni	Dalmatian_Tortoise			omnivore	Croatia		feces	herbivore	herbivore	wild	Testudo-hermanni_SAMEA6809451.ebi_filtered_r1r2interleaved_sampleCombined	study13881
gelada.3	11212.JB3	11212	Theropithecus-gelada_JB3_CCGTCC_L004_001_filtered_r1r2combined.fastq.gz	33395754	33390272	7.523619957	8	Chordata	Mammalia	Cercopithecidae	Theropithecus	Metazoa	Primates	Theropithecus_gelada	Theropithecus_gelada	Theropithecus_gelada	gelada	flightless		Folivore	Ethiopia	na	stool	herbivore	herbivore	wild	Theropithecus-gelada_JB3_CCGTCC_L004_001_filtered_r1r2interleaved	study11212
southern_three-banded_armadillo.1	13114.song.51.s011	13114	Tolypeutes-matacus_Song51_24740_host_filtered_r1r2combined.fastq.gz	26811288	26783072	7.427860389	7	Chordata	Mammalia	Chlamyphoridae	Tolypeutes	Metazoa	Cingulata	Tolypeutes_matacus	Tolypeutes_matacus	Tolypeutes_matacus	Southern_three-banded_armadillo	flightless	terrestrial,flightless	insectivore	USA			insectivore	carnivore	captive	Tolypeutes-matacus_Song51_24740_filtered_r1r2interleaved	study13114
lappet_faced_vulture.2	11166.ATL.24572.vulture	11166	Torgos-tracheliotus_S_S_Temp_D703-AK1682_filtered_r1r2combined.fastq.gz	38286474	38207854	7.582152646	8	Chordata	Aves	Accipitridae	Torgos	Metazoa	Falconiformes	Torgos_tracheliotos	Haliaeetus_leucocephalus	Torgos_tracheliotos	Lappet_faced_vulture	flighted			USA			carnivore	carnivore	captive	Torgos-tracheliotus_S_S_Temp_D703-AK1682_filtered_r1r2interleaved	study11166
lappet_faced_vulture.1	13114.song.53.s011	13114	Torgos-tracheliotus_Song53_24572_host_filtered_r1r2combined.fastq.gz	25691860	25688520	7.409739084	7	Chordata	Aves	Accipitridae	Torgos	Metazoa	Accipitriformes	Torgos_tracheliotus	Haliaeetus_leucocephalus	Torgos_tracheliotos	Lappet_faced_vulture	flighted	terrestrial,flight	carnivore	USA			carnivore	carnivore	captive	Torgos-tracheliotus_Song53_24572_filtered_r1r2interleaved	study13114
misson_golden-eyed_tree_frog.1	13114.song.52.s015	13114	Trachycephalus-resinifictrix_Song52_25162_host_filtered_r1r2combined.fastq.gz	9182124	9180130	6.9628488310000005	7	Chordata	Amphibia	Hylidae	Trachycephalus	Metazoa	Anura	Trachycephalus_resinifictrix	Rhinella_marina	Trachycephalus_resinifictrix	Misson_golden-eyed_tree_frog	flightless	terrestrial,flightless	insectivore	USA			insectivore	carnivore	captive	Trachycephalus-resinifictrix_Song52_25162_filtered_r1r2interleaved	study13114
delacour's_langur.1	13881.SAMEA6809447	13881	Trachypithecus-delacouri_SAMEA6809447.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3919676	3919514	6.59323222	7	Chordata	Mammalia	Cercopithecidae	Trachypithecus	Metazoa	Primates	Trachypithecus_delacouri	Trachypithecus_francoisi	Trachypithecus_delacouri	Delacour's_langur			herbivore	VietNam		feces	folivore	herbivore	wild	Trachypithecus-delacouri_SAMEA6809447.ebi_filtered_r1r2interleaved_sampleCombined	study13881
hatinh_langur.1	13881.SAMEA6809446	13881	Trachypithecus-hatinhensis_SAMEA6809446.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3679232	3678936	6.565722233	7	Chordata	Mammalia	Cercopithecidae	Trachypithecus	Metazoa	Primates	Trachypithecus_hatinhensis	Trachypithecus_francoisi	Trachypithecus_hatinhensis	Hatinh_langur			herbivore	VietNam		feces	frugivore_folivore	herbivore	wild	Trachypithecus-hatinhensis_SAMEA6809446.ebi_filtered_r1r2interleaved_sampleCombined	study13881
florida_manatee.1	13114.song.75.s003	13114	Trichechus-manatus_Song75_ace_host_filtered_r1r2combined.fastq.gz	28571758	28490842	7.454705284	7	Chordata	Mammalia	Trichechidae	Trichechus	Metazoa	Sirenia	Trichechus_manatus_latirostris	Trichechus_manatus_latirostris	Trichechus_manatus	Florida_manatee	flightless	terrestrial,flightless	herbivore	USA			herbivore	herbivore	captive	Trichechus-manatus_Song75_ace_filtered_r1r2interleaved	study13114
common_brushtail.1	13881.SAMEA6809483	13881	Trichosurus-vulpecula_SAMEA6809483.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7238346	7143742	6.853925761	7	Chordata	Mammalia	Phalangeridae	Trichosurus	Metazoa	Diprotodontia	Trichosurus_vulpecula	Trichosurus_vulpecula	Trichosurus_vulpecula	common_brushtail			omnivore	Australia		feces	folivore	herbivore	wild	Trichosurus-vulpecula_SAMEA6809483.ebi_filtered_r1r2interleaved_sampleCombined	study13881
wood_sandpiper.1	13881.SAMEA6809633	13881	Tringa-glareola_SAMEA6809633.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2751056	2748924	6.439162733	6	Chordata	Aves	Scolopacidae	Tringa	Metazoa	Charadriiformes	Tringa_glareola	Arenaria_interpres	Tringa_glareola	Wood_Sandpiper			carnivore	Austria		feces	insectivore	carnivore	wild	Tringa-glareola_SAMEA6809633.ebi_filtered_r1r2interleaved_sampleCombined	study13881
northern_tree_shrew.1	13881.SAMEA6809393	13881	Tupaia-belangeri_SAMEA6809393.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2198702	2191054	6.340653081	6	Chordata	Mammalia	Tupaiidae	Tupaia	Metazoa	Scandentia	Tupaia_belangeri	Tupaia_belangeri	Tupaia_belangeri	northern_tree_shrew			omnivore	Austria		feces	omnivore	omnivore	captive	Tupaia-belangeri_SAMEA6809393.ebi_filtered_r1r2interleaved_sampleCombined	study13881
blackbird.1	13881.SAMEA6809405	13881	Turdus-merula_SAMEA6809405.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2250372	1070842	6.029725397000001	6	Chordata	Aves	Turdidae	Turdus	Metazoa	Passeriformes	Turdus_merula	Turdus_rufiventris	Turdus_merula	blackbird			omnivore	Hungary		feces	omnivore	omnivore	wild	Turdus-merula_SAMEA6809405.ebi_filtered_r1r2interleaved_sampleCombined	study13881
song_thrush.1	13881.SAMEA6809600	13881	Turdus-philomelos_SAMEA6809600.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1490930	725982	5.8609258529999995	6	Chordata	Aves	Turdidae	Turdus	Metazoa	Passeriformes	Turdus_philomelos	Turdus_rufiventris	Turdus_philomelos	song_thrush			omnivore	Austria		feces	omnivore	omnivore	wild	Turdus-philomelos_SAMEA6809600.ebi_filtered_r1r2interleaved_sampleCombined	study13881
lined_flat-tail_gecko.1	13114.song.52.s010	13114	Uroplatus-lineatus_Song52_25073_host_filtered_r1r2combined.fastq.gz	23714494	22636556	7.3548103529999995	7	Chordata	Reptilia	Gekkonidae	Uroplatus	Metazoa	Squamata	Uroplatus_lineatus	Gekko_japonicus	Uroplatus_lineatus	Lined_flat-tail_gecko	flightless	terrestrial,flightless	insectivore	USA			insectivore	carnivore	captive	Uroplatus-lineatus_Song52_25073_filtered_r1r2interleaved	study13114
brown_bear.1	13881.SAMEA6809439	13881	Ursus-arctos_SAMEA6809439.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	11341538	11149182	7.047243005	7	Chordata	Mammalia	Ursidae	Ursus	Metazoa	Carnivora	Ursus_arctos	Ursus_arctos	Ursus_arctos	brown_bear			omnivore	Austria		feces	carnivore	carnivore	wild	Ursus-arctos_SAMEA6809439.ebi_filtered_r1r2interleaved_sampleCombined	study13881
spiny-tailed_monitor.1	13114.song.52.s005	13114	Varanus-acanthurus_Song52_25032_host_filtered_r1r2combined.fastq.gz	21399102	21399078	7.330395062000001	7	Chordata	Reptilia	Varanidae	Varanus	Metazoa	Squamata	Varanus_acanthurus_acanthurus	Varanus_komodoensis	Varanus_acanthurus	Spiny-tailed_monitor	flightless	terrestrial,flightless	carnivore	USA			carnivore	carnivore	captive	Varanus-acanthurus_Song52_25032_filtered_r1r2interleaved	study13114
black-throated_monitor.1	13114.song.52.s001	13114	Varanus-albigularis_Song52_24048_host_filtered_r1r2combined.fastq.gz	23832370	23831112	7.377144307999999	7	Chordata	Reptilia	Varanidae	Varanus	Metazoa	Squamata	Varanus_albigularis	Varanus_komodoensis	Varanus_albigularis	Black-throated_monitor	flightless	terrestrial,flightless	carnivore	USA			carnivore	carnivore	captive	Varanus-albigularis_Song52_24048_filtered_r1r2interleaved	study13114
meadow_viper.1	13881.SAMEA6809597	13881	Vipera-ursinii_SAMEA6809597.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3875756	3875236	6.5882981560000005	7	Chordata	Reptilia	Viperidae	Vipera	Metazoa	Squamata	Vipera_ursinii	Vipera_berus	Vipera_ursinii	Meadow_Viper			carnivore	Hungary		feces	insectivore	carnivore	wild	Vipera-ursinii_SAMEA6809597.ebi_filtered_r1r2interleaved_sampleCombined	study13881
red_fox.1	13881.SAMEA6809362	13881	Vulpes-vulpes_SAMEA6809362.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2606932	2315216	6.364591515	6	Chordata	Mammalia	Canidae	Vulpes	Metazoa	Carnivora	Vulpes_vulpes	Vulpes_vulpes	Vulpes_vulpes	red_fox			omnivore	Germany		feces	omnivore	omnivore	wild	Vulpes-vulpes_SAMEA6809362.ebi_filtered_r1r2interleaved_sampleCombined	study13881
aesculapian_snake.1	13881.SAMEA6809441	13881	Zamenis-longissimus_SAMEA6809441.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2092004	2090538	6.320258066	6	Chordata	Reptilia	Colubridae	Zamenis	Metazoa	Squamata	Zamenis_longissimus	Pantherophis_guttatus	Zamenis_longissimus	Aesculapian_Snake			carnivore	Austria		feces	carnivore	carnivore	wild	Zamenis-longissimus_SAMEA6809441.ebi_filtered_r1r2interleaved_sampleCombined	study13881
zingel.1	13881.SAMEA6809475	13881	Zingel-zingel_SAMEA6809475.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	691192	361858	5.558538179	6	Chordata	Actinopterygii	Percidae	Zingel	Metazoa	Perciformes	Zingel_zingel	Sander_lucioperca	Zingel_zingel	zingel			carnivore	Austria		gut	insectivore	carnivore	wild	Zingel-zingel_SAMEA6809475.ebi_filtered_r1r2interleaved_sampleCombined	study13881
meerkat.1	11166.ATL.24564.meerkat	11166	Suricata-suricatta_S_S_Temp_D705-AK1681_filtered_r1r2combined.fastq.gz	28835276	27018442	7.431660302	7	Chordata	Mammalia	Herpestidae	Suricata	Metazoa	Carnivora	_	Suricata_suricatta	Suricata_suricatta	Meerkat	flightless			USA			insectivore	carnivore	captive	Suricata-suricatta_S_S_Temp_D705-AK1681_filtered_r1r2interleaved	study11166
